,Name,SafetyGrade,ZIP,Latitude,Longitude,Distance,Address
201,Kaiser Foundation Hospital - Vacaville,A,95688,38.3885135,-121.9380985,7910.5814313028,"1 Quality Drive, Vacaville, CA 95688-9494"
202,Kaiser Foundation Hospital - Vallejo,A,94589,38.12767,-122.2484432,7932.7998981827,"975 Sereno Drive, Vallejo, CA 94589-2441"
203,Kaiser Foundation Hospital - Walnut Creek,A,94596,37.8915785,-122.0588864,7929.065203422,"1425 S. Main Street, Walnut Creek, CA 94596-5318"
204,Kaiser Permanente Fontana Medical Center,A,92335,34.072245,-117.431968,7768.0198238065,"9961 Sierra Avenue, Fontana, CA 92335-6720"
205,Kaiser Permanente Los Angeles Medical Center,A,90027,34.0981604,-118.2954051,7814.8820281927,"4867 Sunset Boulevard, Los Angeles, CA 90027"
206,Kaiser Permanente Moreno Valley Medical Center,A,92555,33.897404,-117.186026,7757.8324860221,"27300 Iris Avenue, Moreno Valley, CA 92555-4800"
207,Kaiser Permanente Ontario Medical Center,A,91761,34.032459,-117.608757,7778.5045914086,"2295 S Vineyard Ave, Ontario, CA 91761"
208,Kaiser Permanente Orange County-Anaheim Medical Center,A,92806,33.852103,-117.8446219,7794.9855344399,"3430 E. LaPalma Ave, Anaheim, CA 92806"
209,Kaiser Permanente Orange County-Irvine Medical Center,A,92618,33.6578508,-117.7743829,7794.888222318,"6650 Alton Parkway, Irvine, CA 92618"
210,Kaiser Permanente San Diego Medical Center,A,92123,32.8297116,-117.1251884,7774.4813109676,"9455 Clairemont Mesa Blvd., San Diego, CA 92123"
211,Kaiser Permanente Zion Medical Center,A,92120,32.7913395,-117.0951878,7773.5113121251,"4647 Zion Avenue, San Diego, CA 92120-2507"
212,Kaweah Health,A,93291,36.3282957,-119.2949631,7822.1093815454,"400 W. Mineral King Avenue, Visalia, CA 93291-6263"
213,Keck Hospital of USC,A,90033,34.0619943,-118.2012607,7810.4437572068,"1500 San Pablo Street, Los Angeles, CA 90033-9857"
214,La Palma Intercommunity Hospital,A,90623,33.847533,-118.038414,7805.7389683795,"7901 Walker Street, La Palma, CA 90623-1722"
215,Loma Linda University Medical Center,A,92354,34.0507571,-117.2639465,7759.19564584,"11234 Anderson Street, Loma Linda, CA 92354"
216,Loma Linda University Medical Center East Campus,A,92354,34.0472104,-117.2515843,7758.5836109238,"25333 Barton Road, Loma Linda, CA 92354"
217,Los Robles Regional Medical Center,A,91360,34.2077675,-118.8830459,7844.7946064584,"215 West Janss Road, Thousand Oaks, CA 91360"
218,Marian Regional Medical Center,A,93454,34.9512414,-120.4133339,7911.834817326,"1400 E. Church Street, Santa Maria, CA 93454-5906"
219,Marshall Medical Center,A,95667,38.7256227,-120.790957,7844.3734155474,"1100 Marshall Way, Placerville, CA 95667"
220,MemorialCare Saddleback Medical Center,A,92653,33.6089013,-117.7087247,7792.2078625993,"24451 Health Center Drive, Laguna Hills, CA 92653-3689"
221,Mercy General Hospital,A,95819,38.5702596,-121.4524082,7881.5565771046,"4001 J Street, Sacramento, CA 95819-3600"
222,Palmdale Regional Medical Center,A,93551,34.5830354,-118.1450788,7796.9678020304,"38600 Medical Center Drive, Palmdale, CA 93551"
223,Palomar Medical Center Poway,A,92064,32.9969733,-117.0560448,7767.5227762507,"15615 Pomerado Road, Poway, CA 92064"
224,Paradise Valley Hospital,A,91950,32.6851132,-117.0828852,7774.7788482481,"2400 E. 4th Street, National City, CA 91950-2099"
225,Petaluma Valley Hospital,A,94954,38.25459,-122.6316537,7948.9596649955,"400 N. McDowell Boulevard, Petaluma, CA 94954-2369"
226,Providence St. Joseph Hospital Orange,A,92868,33.7819985,-117.8652002,7797.4854193424,"1100 West Stewart Drive, Orange, CA 92868-5600"
227,Salinas Valley Memorial Healthcare System,A,93901,36.6593319,-121.646662,7937.8378593383,"450 E. Romie Lane, Salinas, CA 93901-4098"
228,San Dimas Community Hospital,A,91773,34.0976119,-117.8346593,7789.6367351972,"1350 W. Covina Boulevard, San Dimas, CA 91773-3219"
229,Santa Barbara Cottage Hospital,A,93105,34.4299066,-119.7233601,7885.8801444135,"400 W. Pueblo Street, Santa Barbara, CA 93105-4311"
230,Scripps Green Hospital,A,92037,32.8967799,-117.2428136,7779.8129687058,"10666 N. Torrey Pines Rd, La Jolla, CA 92037-1093"
231,Scripps Memorial Hospital of Encinitas,A,92024,33.0369008,-117.2839126,7779.4929233394,"354 Santa Fe Drive, Encinitas, CA 92024-5182"
232,Scripps Memorial Hospital of La Jolla,A,92037,32.8851578,-117.2255426,7779.0641134082,"9888 Genesee Avenue, La Jolla, CA 92037-1200"
233,Scripps Mercy Hospital of San Diego,A,92103,32.7514518,-117.1600534,7777.8789872658,"4077 Fifth Avenue, San Diego, CA 92103-2105"
234,Sharp Chula Vista Medical Center,A,91911,32.6187715,-117.0229286,7772.6339523523,"751 Medical Center Court, Chula Vista, CA 91911-6699"
235,Sharp Coronado Hospital and Healthcare Center,A,92118,32.6944487,-117.1686795,7779.4148573872,"250 Prospect Place, Coronado, CA 92118-1999"
236,Sharp Grossmont Hospital,A,91942,32.7811433,-117.0074328,7768.7862933663,"5555 Grosssmont Center Drive, La Mesa, CA 91942-3019"
237,Sharp Memorial Hospital,A,92123,32.7994945,-117.1542381,7776.6653280371,"7901 Frost Street, San Diego, CA 92123-2701"
238,Shasta Regional Medical Center,A,96001,40.5855146,-122.3877763,7876.4879511094,"1100 Butte Street, Redding, CA 96001-0853"
239,Sherman Oaks Hospital,A,91403,34.1602305,-118.4496328,7822.0797971093,"4929 Van Nuys Boulevard, Sherman Oaks, CA 91403-1702"
240,Sierra Vista Regional Medical Center,A,93405,35.2922246,-120.6658831,7917.7772579967,"1010 Murray Avenue, San Luis Obispo, CA 93405-8800"
241,St. Elizabeth Community Hospital,A,96080,40.1485519,-122.2190196,7879.7077655676,"2550 Sister Mary Columba Drive, Red Bluff, CA 96080-4397"
242,St. John’s Hospital Camarillo,A,93010,34.2434645,-119.0198129,7851.5219839106,"2309 Antonio Avenue, Camarillo, CA 93010-1414"
243,St. Joseph's Medical Center of Stockton,A,95204,37.9698676,-121.2887284,7887.9050096389,"1800 N. California Street, Stockton, CA 95204"
244,St. Jude Medical Center,A,92835,33.8941778,-117.9276156,7798.7295582867,"101 E. Valencia Mesa Drive, Fullerton, CA 92835-3875"
245,Stanford Health Care,A,94305,37.4332452,-122.1755633,7946.363199986,"300 Pasteur Drive, Stanford, CA 94305"
246,Sutter Auburn Faith Hospital,A,95602,38.9451031,-121.1000785,7854.6087404405,"11815 Education Street, Auburn, CA 95602-2410"
247,Sutter Santa Rosa Regional Hospital,A,95403,38.4950726,-122.7519949,7948.8652758236,"30 Mark West Springs Rd, Santa Rosa, CA 95403"
248,Twin Cities Community Hospital,A,93465,35.5553302,-120.7197485,7914.7309588889,"1100 Las Tablas Road, Templeton, CA 93465-9704"
249,UC San Diego Health Hillcrest - Hillcrest Medical Center,A,92103,32.754257,-117.1659225,7778.1557457222,"200 West Arbor Drive, San Diego, CA 92103"
250,UC San Diego Health La Jolla - Jacobs Medical Center and Sulpizio Cardiovascular Center,A,92037,32.8785625,-117.225776,7779.1997434609,"9300 Campus Point Drive, La Jolla, CA 92037"
251,UCLA Medical Center of Santa Monica,A,90404,34.0270998,-118.4863064,7826.7622623399,"1250 16th Street, Santa Monica, CA 90404-1249"
252,UCSF Health - Mission Bay,A,94158,37.7648549,-122.3902697,7949.0895435346,"1975 4th St, San Fancisco, CA 94158"
253,UCSF Medical Center Moffitt-Long Hospitals,A,94143,37.7630895,-122.4578144,7952.5719629426,"505 Parnassus Avenue, San Francisco, CA 94143-0296"
254,University of California Irvine Health,A,92868,33.7879885,-117.8901339,7798.7422041712,"101 The City Drive S., Orange, CA 92868-3298"
255,Adventist Health Lodi Memorial,B,95240,38.121858,-121.286652,7884.1161104706,"975 S. Fairmont Avenue, Lodi, CA 95240-5179"
256,Adventist Health Simi Valley,B,93065,34.2892065,-118.745137,7835.6069467763,"2975 N. Sycamore Drive, Simi Valley, CA 93065-1201"
257,Alameda Hospital,B,94501,37.7628157,-122.2534154,7942.170594641,"2070 Clinton Avenue, Alameda, CA 94501-4397"
258,Arrowhead Regional Medical Center,B,92324,34.0740156,-117.351125,7763.5426026358,"400 N. Pepper Avenue, Colton, CA 92324-1819"
259,Bakersfield Memorial Hospital,B,93301,35.3918393,-119.006857,7826.8696147613,"420 34th Street, Bakersfield, CA 93301-2237"
260,California Pacific Medical Center - Mission Bernal Campus,B,94110,37.7470887,-122.4208774,7951.0925697036,"3555 Cesar Chavez, San Francisco, CA 94110-4490"
261,Contra Costa Regional Medical Center,B,94553,38.006764,-122.1327937,7929.9581667006,"2500 Alhambra Avenue, Martinez, CA 94553-3156"
262,Doctors Medical Center of Modesto,B,95350,37.6652146,-120.9972995,7880.3027628703,"1441 Florida Avenue, Modesto, CA 95350-4418"
263,Eden Medical Center,B,94546,37.6983405,-122.0896915,7935.4217308561,"20103 Lake Chabot Road, Castro Valley, CA 94546-5367"
264,El Camino Hospital Los Gatos,B,95032,37.263022,-121.969376,7939.9566926175,"815 Pollard Road, Los Gatos, CA 95032"
265,Huntington Hospital,B,91105,34.133639,-118.152753,7806.3621114004,"100 W. California Boulevard, Pasadena, CA 91105-3097"
266,John Muir Medical Center Concord Campus,B,94520,37.9837249,-122.0347814,7925.5526529673,"2540 East Street, Concord, CA 94520"
267,Kaiser Foundation Hospital - Baldwin Park Medical Center,B,91706,34.0655016,-117.9864524,7798.5950118624,"1011 Baldwin Park Boulevard, Baldwin Park, CA 91706-5806"
268,Kaiser Foundation Hospital - Oakland,B,94611,37.8235195,-122.2582442,7940.9036678616,"3600 Broadway, Oakland, CA 94611-5730"
269,Kaiser Foundation Hospital - Richmond,B,94801,37.93712,-122.3605023,7943.2609016642,"901 Nevin Avenue, Richmond, CA 94801-3143"
270,Kaiser Foundation Hospital - Sacramento,B,95825,38.6018632,-121.3919202,7877.7265123346,"2025 Morse Avenue, Sacramento, CA 95825-2115"
271,Kaiser Foundation Hospital - San Leandro,B,94577,37.7063601,-122.1651409,7939.07328521,"2500 Merced Street, San Leandro, CA 94577-4201"
272,Kaiser Permanente Downey Medical Center,B,90242,33.9192416,-118.1288114,7809.2960235433,"9333 E. Imperial Highway, Downey, CA 90242-2812"
273,Kaiser Permanente Panorama City Medical Center,B,91402,34.2185683,-118.4292711,7819.7930378279,"13651 Willard St, Panorama City, CA 91402-5497"
274,Kaiser Permanente Riverside Medical Center,B,92505,33.9047622,-117.4691755,7773.2937202572,"10800 Magnolia Avenue, Riverside, CA 92505-3000"
275,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,B,92563,33.6145875,-117.1691492,7762.2609348417,"28062 Baxter Road, Murrieta, CA 92563"
276,Los Angeles County - Olive View UCLA Medical Center,B,91342,34.3259095,-118.4459572,7818.5410023189,"14445 Olive View Drive, Sylmar, CA 91342-1495"
277,"Martin Luther King, Jr. Community Hospital",B,90059,33.9239277,-118.2451528,7815.5935737171,"1680 East 120th Street, Los Angeles, CA 90059-3026"
278,MemorialCare Orange Coast Medical Center,B,92708,33.7003907,-117.9556226,7804.0605916729,"9920 Talbert Avenue, Fountain Valley, CA 92708-5153"
279,Mercy San Juan Medical Center,B,95608,38.6696228,-121.3140357,7872.1333451506,"6501 Coyle Avenue, Carmichael, CA 95608-0306"
280,Methodist Hospital of Sacramento,B,95823,38.4631737,-121.4163638,7882.3675038282,"7500 Hospital Drive, Sacramento, CA 95823-5477"
281,Mills-Peninsula Medical Center,B,94010,37.5921025,-122.3833423,7953.0508332462,"1501 Trousdale Drive, Burlingame, CA 94010-4506"
282,Mission Hospital Laguna Beach,B,92651,33.5005741,-117.740473,7796.0511026556,"31872 Coast Hwy, Laguna Beach, CA 92651"
283,Natividad Medical Center,B,93906,36.6973764,-121.6331609,7936.2279242479,"1441 Constitution Boulevard, Salinas, CA 93906-3100"
284,NorthBay Medical Center,B,94533,38.2618553,-122.0476112,7919.277429974,"1200 B. Gale Wilson Boulevard, Fairfield, CA 94533-3552"
285,NorthBay VacaValley Hospital,B,95687,38.355856,-121.95196,7912.0960986076,"1000 Nut Tree Road, Vacaville, CA 95687"
286,Northridge Hospital Medical Center-Roscoe Boulevard Campus,B,91325,34.2205406,-118.5338644,7825.4685617092,"18300 Roscoe Boulevard, Northridge, CA 91325-4105"
287,Novato Community Hospital,B,94945,38.0993115,-122.5603633,7949.3020283493,"180 Rowland Way, Novato, CA 94945-5009"
288,Palomar Medical Center Escondido,B,92029,33.1218939,-117.1214691,7768.8522480133,"2185 Citracado Parkway, Escondido, CA 92029"
289,Parkview Community Hospital Medical Center,B,92503,33.9269682,-117.4398166,7771.2498172164,"3865 Jackson Street, Riverside, CA 92503-3998"
290,PIH Health Hospital - Downey,B,90241,33.935296,-118.130298,7809.0605334339,"11500 Brookshire Avenue, Downey, CA 90241"
291,PIH Health Hospital - Whittier,B,90602,33.9690304,-118.0490717,7803.9336004668,"12401 Washington Blvd, Whittier, CA 90602-1099"
292,Providence Little Company of Mary Medical Center Torrance,B,90503,33.8385387,-118.3571537,7823.4426622087,"4101 Torrance Boulevard, Torrance, CA 90503-4698"
293,Providence Mission Hospital Mission Viejo,B,92691,33.5610516,-117.6654654,7790.7382565676,"27700 Medical Center Road, Mission Viejo, CA 92691-6426"
294,Queen of the Valley Medical Center,B,94558,38.3251588,-122.2966229,7930.2695172108,"1000 Trancas Street, Napa, CA 94558-2906"
295,Redlands Community Hospital,B,92373,34.0365372,-117.2051741,7756.2345500619,"350 Terracina Boulevard, Redlands, CA 92373-4897"
296,San Antonio Regional Hospital,B,91786,34.1015661,-117.6378263,7778.7580404396,"999 San Bernardino Road, Upland, CA 91786-4920"
297,San Leandro Hospital,B,94578,37.7122362,-122.1433524,7937.8159901686,"13855 E. 14th Street, San Leandro, CA 94578"
298,Scripps Mercy Hospital of Chula Vista,B,91910,32.633757,-117.083151,7775.7375947812,"435 H Street, Chula Vista, CA 91910"
299,Sequoia Hospital,B,94062,37.4797381,-122.2547914,7949.2713091954,"170 Alameda De Las Pulgas, Redwood City, CA 94062-2799"
300,St. John's Regional Medical Center of Oxnard,B,93030,34.2166424,-119.1556484,7859.4805880916,"1600 N. Rose Avenue, Oxnard, CA 93030-3723"
301,St. Mary's Medical Center,B,94117,37.7740462,-122.4536477,7952.0851571626,"450 Stanyan Street, San Francisco, CA 94117-1079"
302,Stanford Health Care - ValleyCare,B,94588,37.6944052,-121.8802082,7924.8201546488,"5555 W. Las Positas Boulevard, Pleasanton, CA 94588-4000"
303,Sutter Amador Hospital,B,95642,38.3504899,-120.7644312,7852.0461497655,"200 Mission Boulevard, Jackson, CA 95642-2132"
304,"Sutter Medical Center, Sacramento",B,95816,38.5708904,-121.4695318,7882.405265283,"2825 Capitol Ave, Sacramento, CA 95816-5616"
305,Sutter Roseville Medical Center,B,95661,38.7662511,-121.2492234,7866.4958298894,"1 Medical Plaza Dr, Roseville, CA 95661-3037"
306,Sutter Tracy Community Hospital,B,95376,37.7441359,-121.4340134,7900.7916486,"1420 N. Tracy Boulevard, Tracy, CA 95376-3497"
307,Torrance Memorial Medical Center,B,90505,33.8119157,-118.3434945,7823.2209482665,"3330 Lomita Boulevard, Torrance, CA 90505-5002"
308,University of California Davis Medical Center,B,95817,38.5549383,-121.4567508,7882.1529401718,"2315 Stockton Boulevard, Sacramento, CA 95817-2282"
309,University of California Ronald Reagan UCLA Medical Center,B,90095,34.0664433,-118.4463136,7823.7819526322,"757 Westwood Plaza, Los Angeles, CA 90095-8358"
310,USC Verdugo Hills Hospital,B,91208,34.2045351,-118.216049,7808.4152774073,"1812 Verdugo Boulevard, Glendale, CA 91208-1409"
311,Whittier Hospital Medical Center,B,90605,33.9502712,-118.0040225,7801.8285167267,"9080 Colima Road, Whittier, CA 90605"
312,Woodland Memorial Hospital,B,95695,38.664038,-121.79212,7896.3503329628,"1325 Cottonwood Street, Woodland, CA 95695-5199"
313,Adventist Health - Delano,C,93215,35.7622854,-119.2392519,7831.4006535668,"1401 Garces Highway, Delano, CA 93215-3690"
314,Adventist Health and Rideout,C,95901,39.1381926,-121.5940156,7874.576109214,"726 4th Street, Marysville, CA 95901-5600"
315,Adventist Health Sonora,C,95370,37.977798,-120.371497,7840.8232560924,"1000 Greenley Road, Sonora, CA 95370"
316,Adventist Health White Memorial,C,90033,34.0492579,-118.2172453,7811.5731972737,"1720 Cesar E. Chavez Avenue, Los Angeles, CA 90033-2481"
317,AHMC Anaheim Regional Medical Center,C,92801,33.8481751,-117.9345264,7800.0103754626,"1111 W. La Palma Avenue, Anaheim, CA 92801-2881"
318,AHMC Seton Medical Center,C,94015,37.6799404,-122.4742007,7955.490392617,"1900 Sullivan Avenue, Daly City, CA 94015-2229"
319,Alta Bates Summit Medical Center,C,94609,37.822057,-122.262747,7941.1693134899,"350 Hawthorne Avenue, Oakland, CA 94609"
320,Alvarado Hospital Medical Center,C,92120,32.7766415,-117.0573188,7771.6623008574,"6655 Alvarado Road, San Diego, CA 92120-5296"
321,Anaheim Global Medical Center,C,92805,33.8196827,-117.9097961,7799.20625843,"1025 S. Anaheim Boulevard, Anaheim, CA 92805-5806"
322,Antelope Valley Hospital,C,93534,34.6884634,-118.15843,7795.574457736,"1600 W. Avenue J, Lancaster, CA 93534-2894"
323,Bakersfield Heart Hospital,C,93308,35.3848085,-119.0399564,7828.7931719097,"3001 Sillect Avenue, Bakersfield, CA 93308-6337"
324,California Hospital Medical Center,C,90015,34.0373956,-118.2657814,7814.4701450129,"1401 S. Grand Avenue, Los Angeles, CA 90015-3010"
325,California Pacific Medical Center - Davies Campus,C,94114,37.768847,-122.4354438,7951.2890805483,"45 Castro St, San Francisco, CA 94114"
326,Cedars-Sinai Marina Del Rey Hospital,C,90292,33.9821449,-118.4392262,7825.0828931249,"4650 Lincoln Boulevard, Marina Del Rey, CA 90292-6360"
327,Cedars-Sinai Medical Center,C,90048,34.075153,-118.3802766,7819.9905550323,"8700 Beverly Boulevard, Los Angeles, CA 90048-1865"
328,Chinese Hospital,C,94133,37.7954715,-122.4091608,7949.2845066669,"845 Jackson Street, San Francisco, CA 94133-4899"
329,Clovis Community Medical Center,C,93611,36.8390429,-119.660354,7830.0537153447,"2755 Herndon Avenue, Clovis, CA 93611-6800"
330,COMMUNITY HOSPITAL OF SAN BERNARDINO,C,92411,34.1314087,-117.3217772,7760.8261512153,"1805 MEDICAL CENTER DRIVE, SAN BERNARDINO, CA 92411-1214"
331,Community Memorial Hospital,C,93003,34.2745632,-119.2579873,7863.8550854388,"147 N. Brent Street, Ventura, CA 93003-2854"
332,Corona Regional Medical Center,C,92882,33.8727795,-117.5683133,7779.3702801597,"800 S. Main Street, Corona, CA 92882-3420"
333,Dameron Hospital,C,95203,37.9615265,-121.3019237,7888.7800719971,"525 W. Acacia Street, Stockton, CA 95203-2484"
334,Desert Regional Medical Center,C,92262,33.8385169,-116.54408,7723.4964972571,"1150 N. Indian Canyon Drive, Palm Springs, CA 92262-4872"
335,Dignity Health St. Bernardine Medical Center,C,92404,34.1348371,-117.2769883,7758.299957933,"2101 N. Waterman Avenue, San Bernardino, CA 92404-4836"
336,Dominican Hospital,C,95065,36.9901663,-121.9836669,7947.3406232932,"1555 Soquel Drive, Santa Cruz, CA 95065-1794"
337,East Los Angeles Doctors Hospital,C,90023,34.0237682,-118.1841496,7810.264569829,"4060 Whittier Boulevard, Los Angeles, CA 90023-2526"
338,El Centro Regional Medical Center,C,92243,32.7803961,-115.5683905,7688.0487548025,"1415 Ross Avenue, El Centro, CA 92243-4398"
339,Emanate Health Foothill Presbyterian Hospital,C,91741,34.1327654,-117.8713435,7790.9584500477,"250 South Grand Avenue, Glendora, CA 91741-4218"
340,Emanate Health Inter-Community Hospital,C,91723,34.0878738,-117.8935005,7793.055781946,"210 West San Bernardino Road, Covina, CA 91723-1901"
